merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
"universityofcalifornia,sandiego","University of California, San Diego",97.6,76.5385,76.1,66.4,"Other Health,Physics & Astronomy,General Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Communication & Media Studies,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Education,Sociology,History, Philosophy & Theology",497.0,"University of California, San Diego",23%,False,San Diego,2026.0,False,XL,9.8,97.1,51 : 49,United States,71.3,63.7,100.0,North America,False,,"40,586",Public,Very High,129.76465000000002
universityofwashington,University of Washington,98.2,83.71649999999998,65.0,77.0,"Languages, Literature & Linguistics,Economics & Econometrics,Architecture,Art, Performing Arts & Design,Psychology,Mathematics & Statistics,General Engineering,Civil Engineering,History, Philosophy & Theology,Archaeology,Chemical Engineering,Education,Other Health,Law,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Agriculture & Forestry,Chemistry,Geography,Accounting & Finance,Veterinary Science,Business & Management,Computer Science,Physics & Astronomy,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Electrical & Electronic Engineering",489.0,University of Washington,18%,False,Seattle,2026.0,False,XL,9.5,97.6,57 : 43,United States,70.1,80.0,81.6,North America,False,,"49,524",Public,Very High,127.34484999999998
universityofamsterdam,University of Amsterdam,96.7,73.7445,73.8,55.4,"Computer Science,Other Health,History, Philosophy & Theology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Psychology,Communication & Media Studies,Economics & Econometrics,Law,Biological Sciences,Sociology,Languages, Literature & Linguistics,Education,Geography,Mathematics & Statistics,Business & Management,Physics & Astronomy,Chemistry,Archaeology,Accounting & Finance,Medicine & Dentistry",556.0,University of Amsterdam uva,39%,False,Amsterdam,2026.0,False,XL,12.6,96.6,60 : 40,Netherlands,92.5,63.6,76.0,Europe,False,,"31,035",Public,Very High,125.41005000000001
delftuniversityoftechnology,Delft University of Technology,76.5,74.246,73.1,64.1,"Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,General Engineering,Mathematics & Statistics,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Other Health,Sport Science,Architecture,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Geography",568.0,Delft University of Technology,35%,False,Delft,2026.0,False,L,14.8,75.5,32 : 68,Netherlands,92.1,75.1,100.0,Europe,False,,"21,410",Public,Very High,125.3014
institutpolytechniquedeparis,Institut Polytechnique de Paris,70.8,71.64349999999999,75.9,71.8,"Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Other Health,Physics & Astronomy,Chemical Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Biological Sciences,Business & Management,Chemistry",688843.0,Institut Polytechnique de Paris,43%,False,Palaiseau Cedex,2026.0,False,M,7.6,70.9,23 : 77,France,95.1,62.4,99.1,Europe,False,,"6,217",Public,Very High,125.19915
monashuniversity,Monash University,94.7,74.08999999999999,72.2,54.3,"Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,General Engineering,Chemistry,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Architecture,Veterinary Science,Law,Languages, Literature & Linguistics,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemical Engineering,Communication & Media Studies,Other Health,Physics & Astronomy,Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Archaeology,Biological Sciences,Education,Art, Performing Arts & Design,Computer Science,Sport Science,Geography",581.0,Monash University,36%,False,Melbourne,2026.0,False,XL,30.6,94.0,54 : 46,Australia,91.9,65.5,99.6,Oceania,False,,"56,287",Public,Very High,124.441
theuniversityofqueensland,The University of Queensland,89.1,69.70049999999999,76.6,50.9,"Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Law,Architecture,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Education,General Engineering,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Biological Sciences,Sociology,History, Philosophy & Theology,Sport Science,Business & Management,Archaeology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Veterinary Science,Geography",538.0,The University of Queensland UQ UOQ,43%,False,Brisbane City,2026.0,False,XL,23.6,87.6,54 : 46,Australia,91.2,60.9,97.6,Oceania,False,,"41,295",Public,Very High,124.01044999999999
cityuniversityofhongkong,City University of Hong Kong,91.1,71.14049999999999,74.6,56.5,"Law,Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Accounting & Finance,Chemistry,Languages, Literature & Linguistics,History, Philosophy & Theology,Chemical Engineering,Physics & Astronomy,Business & Management,Economics & Econometrics,Veterinary Science,Sociology,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Computer Science,Psychology,Communication & Media Studies",657.0,City University of Hong Kong CityU HK,76%,False,Hong Kong,2026.0,False,M,12.4,92.7,54 : 46,Hong Kong,98.4,52.7,100.0,Asia,False,,"8,219",Public,Very High,123.70644999999999
universityoftexasataustin,University of Texas at Austin,91.0,75.828,68.4,67.8,"General Engineering,Law,Archaeology,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Education,Art, Performing Arts & Design,Computer Science,Geography,Medicine & Dentistry,Physics & Astronomy,Business & Management,Architecture,Sport Science,Sociology,Civil Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",493.0,University of Texas at Austin,10%,False,Austin,2026.0,False,XL,17.0,90.1,56 : 44,United States,46.2,76.0,82.3,North America,False,,"51,158",Public,Very High,122.96520000000001
kuleuven,KU Leuven,91.9,76.81549999999999,67.2,61.3,"Other Health,Chemistry,Accounting & Finance,Architecture,Agriculture & Forestry,Geography,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Law,Computer Science,Chemical Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Education",531.0,KU Leuven,21%,False,Leuven,2026.0,False,XL,37.1,91.3,52 : 48,Belgium,79.2,73.8,100.0,Europe,False,,"50,336",Public,Very High,122.89394999999999
brownuniversity,Brown University,89.7,72.58650000000002,71.3,70.0,"General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Biological Sciences,Architecture,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Electrical & Electronic Engineering,Education,Chemical Engineering,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Psychology,Medicine & Dentistry,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies)",513.0,Brown University,22%,False,Providence,2026.0,False,M,10.3,87.4,,United States,69.9,61.0,69.6,North America,False,,"10,887",Private,Very High,122.36785
universityofillinoisaturbana-champaign,University of Illinois at Urbana-Champaign,85.2,77.072,65.2,67.9,"Computer Science,Mathematics & Statistics,Education,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Chemistry,Business & Management,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Archaeology,Veterinary Science,Law,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Other Health,Agriculture & Forestry,Geography",495.0,University of Illinois at Urbana-Champaign,23%,False,Champaign,2026.0,False,XL,18.9,85.3,47 : 53,United States,62.3,80.7,84.4,North America,False,,"50,640",Public,Very High,121.5248
universityofwisconsin-madison,University of Wisconsin-Madison,85.5,75.0445,66.2,70.3,"Civil Engineering,Geography,Medicine & Dentistry,Law,Mathematics & Statistics,Communication & Media Studies,Accounting & Finance,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Sport Science,Veterinary Science,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Agriculture & Forestry,Biological Sciences,Computer Science,Chemical Engineering,Psychology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Architecture,Economics & Econometrics,Sociology",491.0,University of Wisconsin-Madison,15%,False,Madison,2026.0,False,XL,10.7,88.0,,United States,62.0,68.8,82.6,North America,False,,"45,254",Public,Very High,120.50005000000002
georgiainstituteoftechnology,Georgia Institute of Technology,94.1,77.11449999999999,63.5,60.8,"Chemical Engineering,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Biological Sciences,Geography,Communication & Media Studies,Architecture,Art, Performing Arts & Design,Sociology,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Business & Management,Mathematics & Statistics,Chemistry,Psychology,Civil Engineering,History, Philosophy & Theology",488.0,Georgia Institute of Technology,32%,False,Atlanta,2026.0,False,L,28.3,90.4,34 : 66,United States,81.5,75.8,99.1,North America,False,,"33,325",Public,Very High,120.20304999999999
universityofbristol,University of Bristol,97.3,69.737,71.0,51.4,"Archaeology,Veterinary Science,Accounting & Finance,Civil Engineering,Geography,Other Health,Mathematics & Statistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry,Law,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,General Engineering,Education,Electrical & Electronic Engineering,Sociology,Business & Management,Art, Performing Arts & Design,Biological Sciences,Psychology,History, Philosophy & Theology,Physics & Astronomy",530.0,University of Bristol,35%,False,Bristol,2026.0,False,L,14.2,94.4,56 : 44,United Kingdom,91.8,56.5,74.6,Europe,False,,"29,680",Public,Very High,119.5633
thehongkongpolytechnicuniversity,The Hong Kong Polytechnic University,,69.67399999999999,69.1,51.9,,,,42%,,Hong Kong,2026.0,,L,17.8,91.8,50 : 50,Hong Kong,97.3,55.4,86.5,Asia,,,"18,636",Public,Very High,117.9866
