Unnamed: 0,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
2602,14990.0,6345.0,6795.0,,,,,,,,,Treasure Valley Community College,Predominantly certificate-degree,Associate's
2603,17440.0,6104.0,6104.0,,,,,,,,,Umpqua Community College,Predominantly certificate-degree,Associate's
2604,38948.0,22220.0,22220.0,,,,,,,,,Warner Pacific University,Predominantly bachelor's-degree,Bachelor's
2605,52019.0,40280.0,40280.0,,,,,,,,24.0,Corban University,Predominantly bachelor's-degree,Graduate
2607,67501.0,51156.0,51156.0,640.0,600.0,730.0,710.0,1377.0,28.0,33.0,,Willamette University,Predominantly bachelor's-degree,Graduate
2608,25062.0,11879.0,32534.0,,,,,,,,,Western Oregon University,Predominantly bachelor's-degree,Graduate
2610,41093.0,28917.0,28917.0,,,,,,,,28.0,Bryn Athyn College of the New Church,Predominantly bachelor's-degree,Graduate
2612,43711.0,29082.0,29082.0,,,,,,,,,Albright College,Predominantly bachelor's-degree,Graduate
2614,19716.0,4842.0,12583.0,,,,,,,,,Community College of Allegheny County,Predominantly associate's-degree,Associate's
2615,71348.0,56550.0,56550.0,610.0,563.0,690.0,668.0,1275.0,25.0,30.0,26.0,Allegheny College,Predominantly bachelor's-degree,Bachelor's
2617,62745.0,46800.0,46800.0,550.0,540.0,640.0,620.0,1186.0,27.0,28.0,26.0,DeSales University,Predominantly bachelor's-degree,Graduate
2619,57565.0,45000.0,45000.0,570.0,523.0,658.0,628.0,1170.0,,,,Alvernia University,Predominantly bachelor's-degree,Graduate
2623,12556.0,7500.0,20700.0,,,,,,,,,Community College of Beaver County,Predominantly associate's-degree,Associate's
2624,64645.0,49610.0,49610.0,550.0,515.0,650.0,615.0,1190.0,,,25.0,Arcadia University,Predominantly bachelor's-degree,Graduate
2626,83250.0,65920.0,65920.0,660.0,620.0,750.0,760.0,1396.0,29.0,33.0,,Bryn Mawr College,Predominantly bachelor's-degree,Graduate
2627,83756.0,67812.0,67812.0,650.0,660.0,730.0,740.0,1410.0,30.0,33.0,31.0,Bucknell University,Predominantly bachelor's-degree,Graduate
2628,11688.0,5683.0,13963.0,,,,,,,,,Bucks County Community College,Predominantly associate's-degree,Associate's
2631,12340.0,5910.0,12000.0,,,,,,,,,Butler County Community College,Predominantly associate's-degree,Associate's
2632,49327.0,35874.0,35874.0,500.0,460.0,598.0,570.0,1080.0,,,23.0,Carlow University,Predominantly bachelor's-degree,Graduate
2633,83654.0,66246.0,66246.0,730.0,770.0,770.0,800.0,1546.0,34.0,35.0,34.0,Carnegie Mellon University,Predominantly bachelor's-degree,Graduate
2634,57206.0,46314.0,46314.0,,,,,,,,25.0,Cedar Crest College,Predominantly bachelor's-degree,Graduate
2635,27116.0,19854.0,19854.0,,,,,,,,,Central Penn College,Predominantly bachelor's-degree,Graduate
2636,61261.0,44626.0,44626.0,550.0,520.0,670.0,625.0,1198.0,21.0,30.0,,Chatham University,Predominantly bachelor's-degree,Graduate
2637,58168.0,39870.0,39870.0,,,,,,,,,Chestnut Hill College,Predominantly bachelor's-degree,Graduate
2638,26782.0,10904.0,18870.0,,,,,,,,,Cheyney University of Pennsylvania,Predominantly bachelor's-degree,Bachelor's
2642,13530.0,6930.0,15540.0,,,,,,,,,Delaware County Community College,Predominantly associate's-degree,Associate's
2643,59933.0,44850.0,44850.0,560.0,530.0,663.0,640.0,1204.0,23.0,30.0,26.0,Delaware Valley University,Predominantly bachelor's-degree,Graduate
2644,82902.0,65650.0,65650.0,670.0,640.0,740.0,720.0,1391.0,30.0,33.0,,Dickinson College,Predominantly bachelor's-degree,Graduate
2645,32767.0,19450.0,19450.0,,,,,,,,,Douglas Education Center,Predominantly certificate-degree,Associate's
2646,76835.0,62412.0,62412.0,620.0,620.0,700.0,740.0,1345.0,27.0,32.0,29.0,Drexel University,Predominantly bachelor's-degree,Graduate
2647,67776.0,48986.0,48986.0,600.0,580.0,670.0,670.0,1276.0,26.0,32.0,27.0,Duquesne University,Predominantly bachelor's-degree,Graduate
2648,27917.0,11536.0,19502.0,500.0,500.0,590.0,590.0,1084.0,22.0,23.0,23.0,East Stroudsburg University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2649,55001.0,38400.0,38400.0,,,,,,,,,Eastern University,Predominantly bachelor's-degree,Graduate
2650,50865.0,37950.0,37950.0,560.0,545.0,660.0,650.0,1204.0,26.0,31.0,26.0,Elizabethtown College,Predominantly bachelor's-degree,Graduate
2661,38471.0,15264.0,15264.0,,,,,,,,,Erie Institute of Technology Inc,Predominantly certificate-degree,Associate's
2662,85776.0,70794.0,70794.0,660.0,650.0,730.0,733.0,1392.0,30.0,33.0,,Franklin and Marshall College,Predominantly bachelor's-degree,Bachelor's
2663,52869.0,40656.0,40656.0,,,,,,,,24.0,Gannon University,Predominantly bachelor's-degree,Graduate
2664,45407.0,33450.0,33450.0,,,,,,,,,Geneva College,Predominantly bachelor's-degree,Graduate
2665,81960.0,66640.0,66640.0,640.0,630.0,720.0,740.0,1379.0,29.0,32.0,30.0,Gettysburg College,Predominantly bachelor's-degree,Graduate
2669,55786.0,40122.0,40122.0,530.0,493.0,598.0,588.0,1090.0,,,,Gwynedd Mercy University,Predominantly bachelor's-degree,Graduate
2670,42997.0,32000.0,32000.0,,,,,,,,,Harcum College,Predominantly associate's-degree,Associate's
2671,18369.0,6975.0,12472.0,,,,,,,,,Harrisburg Area Community College,Predominantly associate's-degree,Associate's
2672,90382.0,70688.0,70688.0,720.0,740.0,770.0,780.0,1513.0,33.0,35.0,34.0,Haverford College,Predominantly bachelor's-degree,Bachelor's
2673,20876.0,7714.0,7714.0,,,,,,,,,Commonwealth Technical Institute,Predominantly certificate-degree,Associate's
2674,40539.0,35330.0,35330.0,480.0,430.0,580.0,570.0,1060.0,,,21.0,Holy Family University,Predominantly bachelor's-degree,Graduate
2675,43979.0,29330.0,29330.0,578.0,578.0,660.0,663.0,1260.0,,,25.0,Immaculata University,Predominantly bachelor's-degree,Graduate
2676,26898.0,11380.0,16297.0,490.0,480.0,600.0,580.0,1082.0,20.0,27.0,21.0,Indiana University of Pennsylvania-Main Campus,Predominantly bachelor's-degree,Graduate
2677,29863.0,15940.0,15940.0,,,,,,,,,UPMC Jameson School of Nursing,Predominantly certificate-degree,Certificate
2679,27354.0,21225.0,21225.0,,,,,,,,,Johnson College,Predominantly associate's-degree,Associate's
2680,71850.0,58580.0,58580.0,570.0,560.0,670.0,650.0,1227.0,22.0,30.0,,Juniata College,Predominantly bachelor's-degree,Graduate
2681,32071.0,18300.0,18300.0,,,,,,,,,Keystone College,Predominantly bachelor's-degree,Graduate
2682,57973.0,44100.0,44100.0,540.0,530.0,650.0,620.0,1170.0,,,,King's College,Predominantly bachelor's-degree,Graduate
2684,29866.0,11314.0,16068.0,570.0,550.0,670.0,640.0,1210.0,,,21.0,Kutztown University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2685,47111.0,34052.0,34052.0,480.0,460.0,600.0,600.0,1055.0,15.0,22.0,21.0,La Roche University,Predominantly bachelor's-degree,Graduate
2686,48337.0,37800.0,37800.0,,,,,,,,,La Salle University,Predominantly bachelor's-degree,Graduate
2687,28770.0,18400.0,18400.0,,,,,,,,,Lackawanna College,Predominantly associate's-degree,Bachelor's
2688,83133.0,65398.0,65398.0,670.0,680.0,740.0,760.0,1424.0,31.0,33.0,32.0,Lafayette College,Predominantly bachelor's-degree,Bachelor's
2689,44066.0,29990.0,29990.0,530.0,540.0,665.0,615.0,1180.0,,,23.0,Lancaster Bible College,Predominantly bachelor's-degree,Graduate
2692,31825.0,12150.0,12150.0,,,,,,,,,Lansdale School of Business,Predominantly certificate-degree,Associate's
2694,66497.0,52080.0,52080.0,580.0,560.0,652.0,650.0,1240.0,,,,Lebanon Valley College,Predominantly bachelor's-degree,Graduate
2695,15405.0,5280.0,13270.0,,,,,,,,,Lehigh Carbon Community College,Predominantly associate's-degree,Associate's
2697,80856.0,64980.0,64980.0,680.0,690.0,730.0,770.0,1440.0,31.0,34.0,32.0,Lehigh University,Predominantly bachelor's-degree,Graduate
2700,28505.0,12512.0,19384.0,420.0,400.0,500.0,460.0,920.0,,,19.0,Lincoln University,Predominantly bachelor's-degree,Graduate
2701,31582.0,16190.0,16190.0,,,,,,,,,UPMC St. Margaret School of Nursing,Predominantly certificate-degree,Certificate
2703,14499.0,6600.0,16260.0,,,,,,,,,Luzerne County Community College,Predominantly associate's-degree,Associate's
2704,64105.0,50029.0,50029.0,540.0,540.0,650.0,650.0,1160.0,,,25.0,Lycoming College,Predominantly bachelor's-degree,Bachelor's
2705,27557.0,21780.0,21780.0,360.0,365.0,445.0,490.0,820.0,,,,Manor College,Predominantly associate's-degree,Bachelor's
2706,55582.0,41420.0,41420.0,530.0,530.0,640.0,610.0,1162.0,18.0,30.0,22.0,Marywood University,Predominantly bachelor's-degree,Graduate
2707,24268.0,17320.0,17320.0,,,,,,,,,Vet Tech Institute,Predominantly associate's-degree,Associate's
2709,59557.0,45770.0,45770.0,,,,,,,,,Mercyhurst University,Predominantly bachelor's-degree,Graduate
2710,55875.0,42240.0,42240.0,570.0,540.0,680.0,670.0,1236.0,26.0,31.0,27.0,Messiah University,Predominantly bachelor's-degree,Graduate
2711,18252.0,12147.0,12147.0,,,,,,,,,ASPIRA City College,Predominantly associate's-degree,Associate's
2712,26913.0,11128.0,22952.0,520.0,500.0,620.0,590.0,1110.0,,,,Millersville University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2713,53648.0,40370.0,40370.0,,,,,,,,,Misericordia University,Predominantly bachelor's-degree,Graduate
2714,16233.0,6690.0,17250.0,,,,,,,,,Montgomery County Community College,Predominantly associate's-degree,Associate's
2715,71327.0,52812.0,52812.0,620.0,560.0,710.0,670.0,1282.0,26.0,32.0,,Moore College of Art and Design,Predominantly bachelor's-degree,Graduate
2716,65601.0,53500.0,53500.0,540.0,530.0,655.0,630.0,1183.0,24.0,29.0,,Moravian University,Predominantly bachelor's-degree,Graduate
2717,40435.0,27072.0,27072.0,473.0,445.0,598.0,570.0,1070.0,,,,Mount Aloysius College,Predominantly bachelor's-degree,Graduate
2718,77270.0,62805.0,62805.0,640.0,610.0,710.0,700.0,1343.0,29.0,33.0,30.0,Muhlenberg College,Predominantly bachelor's-degree,Graduate
2719,57180.0,39100.0,39100.0,,,,,,,,21.0,Neumann University,Predominantly bachelor's-degree,Graduate
2721,18119.0,5550.0,15270.0,,,,,,,,,Northampton County Area Community College,Predominantly associate's-degree,Associate's
2722,29767.0,22800.0,22800.0,,,,,,,,,Heritage Valley Health System School of Nursing,Predominantly certificate-degree,Certificate
2725,23995.0,14850.0,14850.0,,,,,,,,,Pennsylvania Institute of Technology,Predominantly certificate-degree,Associate's
2726,34081.0,15972.0,26958.0,560.0,560.0,650.0,660.0,1228.0,25.0,31.0,,Pennsylvania State University-Penn State Erie-Behrend College,Predominantly bachelor's-degree,Graduate
2728,26863.0,14408.0,24134.0,580.0,530.0,625.0,640.0,1190.0,,,,Pennsylvania State University-Penn State New Kensington,Predominantly bachelor's-degree,Bachelor's
2729,26821.0,14024.0,23560.0,,,,,,,,,Pennsylvania State University-Penn State Shenango,Predominantly bachelor's-degree,Bachelor's
2730,25994.0,14280.0,24006.0,550.0,540.0,680.0,650.0,1200.0,,,,Pennsylvania State University-Penn State Wilkes-Barre,Predominantly bachelor's-degree,Graduate
2731,27862.0,15208.0,25392.0,560.0,540.0,650.0,620.0,1190.0,,,,Pennsylvania State University-Penn State Scranton,Predominantly bachelor's-degree,Bachelor's
2732,28109.0,15208.0,25392.0,580.0,550.0,660.0,660.0,1210.0,,,,Pennsylvania State University-Penn State Lehigh Valley,Predominantly bachelor's-degree,Bachelor's
2733,32559.0,15972.0,26958.0,530.0,540.0,650.0,640.0,1187.0,22.0,28.0,,Pennsylvania State University-Penn State Altoona,Predominantly bachelor's-degree,Bachelor's
2734,26210.0,14408.0,24134.0,530.0,550.0,630.0,660.0,1214.0,24.0,27.0,,Pennsylvania State University-Penn State Beaver,Predominantly bachelor's-degree,Bachelor's
2735,32242.0,15972.0,26958.0,550.0,540.0,640.0,635.0,1174.0,18.0,27.0,,Pennsylvania State University-Penn State Berks,Predominantly bachelor's-degree,Graduate
2736,32521.0,15972.0,26958.0,550.0,570.0,650.0,660.0,1227.0,22.0,31.0,,Pennsylvania State University-Penn State Harrisburg,Predominantly bachelor's-degree,Graduate
2737,31088.0,15208.0,25392.0,550.0,530.0,650.0,660.0,1200.0,,,,Pennsylvania State University-Penn State Brandywine,Predominantly bachelor's-degree,Bachelor's
2738,28530.0,14408.0,24134.0,490.0,500.0,630.0,580.0,1080.0,,,,Pennsylvania State University-Penn State DuBois,Predominantly associate's-degree,Bachelor's
2739,25154.0,14408.0,24134.0,580.0,540.0,660.0,590.0,1170.0,,,,Pennsylvania State University-Penn State Fayette- Eberly,Predominantly bachelor's-degree,Bachelor's
2740,29677.0,15208.0,25392.0,550.0,540.0,660.0,630.0,1200.0,,,,Pennsylvania State University-Penn State Hazleton,Predominantly bachelor's-degree,Bachelor's
2741,39694.0,20644.0,41790.0,620.0,620.0,700.0,720.0,1337.0,27.0,32.0,,Pennsylvania State University-Main Campus,Predominantly bachelor's-degree,Graduate
2742,26214.0,14408.0,24134.0,560.0,520.0,620.0,660.0,1160.0,,,,Pennsylvania State University-Penn State Greater Allegheny,Predominantly bachelor's-degree,Bachelor's
2743,28841.0,14408.0,24134.0,500.0,480.0,650.0,650.0,1160.0,,,,Pennsylvania State University-Penn State Mont Alto,Predominantly bachelor's-degree,Bachelor's
2744,28795.0,15268.0,25664.0,540.0,530.0,635.0,630.0,1181.0,23.0,27.0,,Pennsylvania State University-Penn State Abington,Predominantly bachelor's-degree,Bachelor's
2745,30065.0,15208.0,25392.0,520.0,500.0,630.0,600.0,1130.0,,,,Pennsylvania State University-Penn State Schuylkill,Predominantly bachelor's-degree,Bachelor's
2746,27826.0,15208.0,25392.0,530.0,520.0,620.0,625.0,1140.0,22.0,28.0,,Pennsylvania State University-Penn State York,Predominantly bachelor's-degree,Graduate
2747,18660.0,15060.0,15060.0,,,,,,,,,Peirce College,Predominantly bachelor's-degree,Graduate
2748,23804.0,13654.0,13654.0,,,,,,,,,Penn Commercial Business/Technical School,Predominantly certificate-degree,Associate's
2750,66106.0,44600.0,44600.0,,,,,,,,,Pennsylvania Academy of the Fine Arts,Predominantly bachelor's-degree,Graduate
2753,43815.0,32150.0,32150.0,,,,,,,,,Pennsylvania College of Art and Design,Predominantly bachelor's-degree,Bachelor's
2754,89028.0,68686.0,68686.0,740.0,770.0,770.0,800.0,1553.0,34.0,36.0,34.0,University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2755,46233.0,34009.0,34009.0,540.0,460.0,590.0,570.0,1110.0,,,,Cairn University-Langhorne,Predominantly bachelor's-degree,Graduate
2757,19172.0,4632.0,12744.0,,,,,,,,,Community College of Philadelphia,Predominantly associate's-degree,Associate's
2758,30478.0,14770.0,26644.0,510.0,500.0,620.0,580.0,1125.0,20.0,28.0,24.0,University of Pittsburgh-Bradford,Predominantly bachelor's-degree,Bachelor's
2759,30141.0,14710.0,26584.0,545.0,510.0,633.0,620.0,1160.0,17.0,26.0,22.0,University of Pittsburgh-Greensburg,Predominantly bachelor's-degree,Bachelor's
2760,30349.0,14906.0,26780.0,500.0,485.0,610.0,610.0,1105.0,22.0,27.0,24.0,University of Pittsburgh-Johnstown,Predominantly bachelor's-degree,Bachelor's
2761,38105.0,21926.0,41430.0,640.0,640.0,720.0,740.0,1370.0,29.0,33.0,31.0,University of Pittsburgh-Pittsburgh Campus,Predominantly bachelor's-degree,Graduate
2762,25231.0,11918.0,22210.0,,,,,,,,,University of Pittsburgh-Titusville,Predominantly associate's-degree,Associate's
2763,37350.0,18730.0,18730.0,,,,,,,,,Pittsburgh Institute of Aeronautics,Predominantly certificate-degree,Associate's
2766,52643.0,39570.0,39570.0,,,,,,,,22.0,Point Park University,Predominantly bachelor's-degree,Graduate
2769,14563.0,6480.0,12510.0,,,,,,,,,Reading Area Community College,Predominantly associate's-degree,Associate's
2770,29377.0,12225.0,12225.0,,,,,,,,,Reading Hospital School of Health Sciences,Predominantly certificate-degree,Certificate
2772,35504.0,29499.0,29499.0,,,,,,,,,Walnut Hill College,Predominantly associate's-degree,Bachelor's
2773,51621.0,35970.0,35970.0,,,,,,,,,Robert Morris University,Predominantly bachelor's-degree,Graduate
2774,29468.0,17402.0,17402.0,,,,,,,,,Rosedale Technical College,Predominantly associate's-degree,Associate's
2775,38498.0,23845.0,23845.0,,,,,,,,21.0,Rosemont College,Predominantly bachelor's-degree,Graduate
2776,59815.0,44000.0,44000.0,530.0,520.0,620.0,610.0,1155.0,21.0,27.0,,Saint Francis University,Predominantly bachelor's-degree,Graduate
2777,67954.0,53260.0,53260.0,590.0,580.0,680.0,670.0,1258.0,28.0,31.0,28.0,Saint Joseph's University - Philadelphia,Predominantly bachelor's-degree,Graduate
2778,56752.0,42396.0,42396.0,510.0,510.0,620.0,610.0,1116.0,20.0,27.0,25.0,Saint Vincent College,Predominantly bachelor's-degree,Graduate
2781,69552.0,53983.0,53983.0,590.0,570.0,660.0,658.0,1237.0,25.0,30.0,26.0,University of Scranton,Predominantly bachelor's-degree,Graduate
2782,56183.0,42944.0,42944.0,510.0,510.0,620.0,620.0,1117.0,19.0,27.0,,Seton Hill University,Predominantly bachelor's-degree,Graduate
2783,33489.0,16190.0,16190.0,,,,,,,,,UPMC Shadyside School of Nursing,Predominantly certificate-degree,Certificate
2784,14270.0,13431.0,13431.0,,,,,,,,,Laurel Technical Institute,Predominantly certificate-degree,Associate's
2785,30785.0,13720.0,15974.0,,,,,1120.0,16.0,28.0,,Shippensburg University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2786,25537.0,10568.0,14676.0,500.0,480.0,610.0,580.0,1095.0,18.0,26.0,23.0,Slippery Rock University of Pennsylvania,Predominantly bachelor's-degree,Graduate
2789,27981.0,19905.0,19905.0,,,,,,,,,South Hills School of Business & Technology,Predominantly associate's-degree,Associate's
2792,75410.0,59850.0,59850.0,560.0,540.0,660.0,640.0,1232.0,21.0,29.0,,Susquehanna University,Predominantly bachelor's-degree,Graduate
2793,84103.0,65494.0,65494.0,740.0,750.0,770.0,790.0,1534.0,33.0,35.0,34.0,Swarthmore College,Predominantly bachelor's-degree,Bachelor's
2794,18694.0,9050.0,9050.0,,,,,,,,,Thaddeus Stevens College of Technology,Predominantly associate's-degree,Associate's
2795,22680.0,11512.0,11512.0,,,,,,,,,Talmudical Yeshiva of Philadelphia,Predominantly bachelor's-degree,Bachelor's
2796,40903.0,23011.0,38958.0,,,,,,,,,Temple University,Predominantly bachelor's-degree,Graduate
2798,53202.0,38344.0,38344.0,,,,,,,,21.0,Thiel College,Predominantly bachelor's-degree,Graduate
2799,64197.0,47505.0,47505.0,580.0,580.0,660.0,670.0,1243.0,25.0,30.0,28.0,Thomas Jefferson University,Predominantly bachelor's-degree,Graduate
2800,35574.0,18463.0,18463.0,,,,,,,,,Triangle Tech Inc-Pittsburgh,Predominantly associate's-degree,Associate's
2801,29990.0,18413.0,18413.0,,,,,,,,,Triangle Tech Inc-Greensburg,Predominantly associate's-degree,Associate's
2802,36076.0,18462.0,18462.0,,,,,,,,,Triangle Tech Inc-Dubois,Predominantly associate's-degree,Associate's
2804,76815.0,61210.0,61210.0,610.0,590.0,705.0,680.0,1310.0,28.0,32.0,30.0,Ursinus College,Predominantly bachelor's-degree,Bachelor's
2805,45422.0,25240.0,25240.0,,,,,,,,,University of Valley Forge,Predominantly bachelor's-degree,Graduate
2806,53511.0,32176.0,32176.0,,,,,,,,,Valley Forge Military College,Predominantly associate's-degree,Associate's
2808,84793.0,67776.0,67776.0,685.0,710.0,740.0,770.0,1460.0,32.0,34.0,33.0,Villanova University,Predominantly bachelor's-degree,Graduate
2810,42972.0,29392.0,29392.0,,,,,,,,26.0,Washington & Jefferson College,Predominantly bachelor's-degree,Graduate
2811,44397.0,30480.0,30480.0,470.0,460.0,630.0,620.0,1090.0,19.0,23.0,,Waynesburg University,Predominantly bachelor's-degree,Graduate
