latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
25212.0,1288.0,12880.0,,,,,,,,,Palo Verde College,Associate,Associate
14360.0,1354.0,10650.0,,,,,,,,,Palomar College,Certificate,Associate
13677.0,1180.0,9820.0,,,,,,,,,Pasadena City College,Associate,Associate
93512.0,69918.0,69918.0,650.0,640.0,710.0,740.0,1384.0,29.0,32.0,28.0,Pepperdine University,Bachelor,Graduate
86466.0,65192.0,65192.0,,,,,,,,,Pitzer College,Bachelor,Bachelor
60488.0,46250.0,46250.0,610.0,565.0,695.0,670.0,1287.0,25.0,32.0,26.0,Point Loma Nazarene University,Bachelor,Graduate
85300.0,65420.0,65420.0,740.0,750.0,770.0,790.0,1534.0,33.0,35.0,34.0,Pomona College,Bachelor,Bachelor
20730.0,1438.0,11308.0,,,,,,,,,Porterville College,Associate,Associate
12375.0,1180.0,10756.0,,,,,,,,,Santa Ana College,Certificate,Bachelor
76630.0,60878.0,60878.0,560.0,547.0,680.0,670.0,1241.0,21.0,28.0,29.0,University of Redlands,Bachelor,Graduate
15504.0,1198.0,8854.0,,,,,,,,,College of the Redwoods,Associate,Associate
21391.0,1388.0,9884.0,,,,,,,,,Rio Hondo College,Associate,Bachelor
16911.0,1428.0,12498.0,,,,,,,,,Riverside City College,Associate,Associate
15767.0,1288.0,12616.0,,,,,,,,,Sacramento City College,Associate,Associate
13939.0,1156.0,11860.0,,,,,,,,,Saddleback College,Associate,Associate
21202.0,1146.0,10002.0,,,,,,,,,San Diego City College,Associate,Associate
19371.0,1146.0,10002.0,,,,,,,,,San Diego Mesa College,Associate,Bachelor
17126.0,1146.0,10002.0,,,,,,,,,San Diego Miramar College,Associate,Associate
27780.0,8728.0,21328.0,,,,,,,,,San Diego State University,Bachelor,Graduate
78720.0,59486.0,59486.0,,,,,,,,,University of San Diego,Bachelor,Graduate
78781.0,56150.0,56150.0,,,,,,,,,San Francisco Conservatory of Music,Bachelor,Graduate
26488.0,7950.0,20550.0,,,,,,,,,San Francisco State University,Bachelor,Graduate
80141.0,60492.0,60492.0,610.0,580.0,700.0,690.0,1295.0,25.0,30.0,29.0,University of San Francisco,Bachelor,Graduate
9965.0,1180.0,9772.0,,,,,,,,,San Joaquin Delta College,Associate,Associate
53703.0,37150.0,37150.0,553.0,488.0,638.0,590.0,1150.0,,,,William Jessup University,Bachelor,Graduate
26081.0,1366.0,11922.0,,,,,,,,,San Jose City College,Associate,Associate
26593.0,8410.0,21010.0,,,,,,,,,San Jose State University,Bachelor,Graduate
10837.0,1332.0,11384.0,,,,,,,,,College of San Mateo,Associate,Associate
20394.0,1240.0,10432.0,,,,,,,,,Santa Barbara City College,Associate,Associate
82026.0,61293.0,61293.0,670.0,680.0,730.0,760.0,1426.0,31.0,33.0,32.0,Santa Clara University,Bachelor,Graduate
11162.0,1156.0,10708.0,,,,,,,,,Santa Monica College,Associate,Bachelor
15974.0,1318.0,11308.0,,,,,,,,,Santa Rosa Junior College,Certificate,Associate
87564.0,65950.0,65950.0,720.0,720.0,770.0,770.0,1492.0,31.0,34.0,33.0,Scripps College,Bachelor,Graduate
9145.0,1394.0,9038.0,,,,,,,,,College of the Sequoias,Associate,Associate
34535.0,14535.0,14535.0,,,,,,,,,Shasta Bible College and Graduate School,Bachelor,Graduate
13915.0,1197.0,8853.0,,,,,,,,,Shasta College,Associate,Bachelor
17002.0,1446.0,1446.0,,,,,,,,,Sierra College,Associate,Associate
54688.0,39708.0,39708.0,,,,,,,,,Simpson University,Bachelor,Graduate
17725.0,1444.0,9394.0,,,,,,,,,College of the Siskiyous,Associate,Associate
11880.0,1272.0,9956.0,,,,,,,,,Skyline College,Associate,Bachelor
22678.0,1196.0,14382.0,,,,,,,,,San Bernardino Valley College,Associate,Associate
77659.0,57803.0,57803.0,,,,,,,,,Saint Mary's College of California,Bachelor,Graduate
13143.0,1172.0,9812.0,,,,,,,,,Solano Community College,Associate,Bachelor
24648.0,8624.0,21224.0,,,,,,,,,Sonoma State University,Bachelor,Graduate
18982.0,13494.0,13494.0,,,,,,,,,South Coast College,Certificate,Associate
52665.0,41700.0,41700.0,,,,,,,,22.0,Vanguard University of Southern California,Bachelor,Graduate
22104.0,1344.0,10640.0,,,,,,,,,Southwestern College,Associate,Associate
71612.0,56162.0,56162.0,,,,,,,,,Southern California Institute of Architecture,Bachelor,Graduate
90300.0,72097.0,72097.0,710.0,740.0,760.0,790.0,1495.0,32.0,35.0,34.0,University of Southern California,Bachelor,Graduate
14074.0,1108.0,10852.0,,,,,,,,,Taft College,Associate,Associate
43426.0,30200.0,30200.0,640.0,580.0,730.0,670.0,1329.0,28.0,33.0,28.0,Thomas Aquinas College,Bachelor,Bachelor
9306.0,1426.0,9615.0,,,,,,,,,Ventura College,Associate,Associate
8974.0,1425.0,10125.0,,,,,,,,,Victor Valley College,Certificate,Associate
18845.0,1258.0,9898.0,,,,,,,,,Berkeley City College,Associate,Associate
35358.0,12762.0,12762.0,,,,,,,,,Walden University,Bachelor,Graduate
19272.0,1384.0,10954.0,,,,,,,,,Coalinga College,Certificate,Associate
17336.0,1238.0,10572.0,,,,,,,,,West Los Angeles College,Associate,Bachelor
13717.0,0.0,8702.0,,,,,,,,,West Valley College,Associate,Associate
71150.0,53584.0,53584.0,630.0,610.0,750.0,700.0,1328.0,25.0,32.0,29.0,Westmont College,Bachelor,Bachelor
63664.0,51350.0,51350.0,,,,,,,,26.0,Whittier College,Bachelor,Graduate
58010.0,47056.0,47056.0,,,,,,,,,Woodbury University,Bachelor,Graduate
31300.0,16900.0,16900.0,,,,,,,,,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Bachelor,Bachelor
11496.0,1128.0,8208.0,,,,,,,,,Yuba College,Associate,Associate
24352.0,9824.0,21944.0,,,,,,,,21.0,Adams State University,Bachelor,Graduate
16657.0,2258.0,11786.0,,,,,,,,,Aims Community College,Certificate,Associate
18332.0,4434.0,17034.0,,,,,,,,,Arapahoe Community College,Certificate,Bachelor
28043.0,13819.0,13819.0,,,,,,,,,Bel-Rea Institute of Animal Technology,Associate,Associate
24902.0,10383.0,29391.0,490.0,490.0,620.0,600.0,1116.0,23.0,32.0,25.0,University of Colorado Denver/Anschutz Medical Campus,Bachelor,Graduate
24595.0,10149.0,24336.0,510.0,500.0,620.0,600.0,1133.0,20.0,26.0,,University of Colorado Colorado Springs,Bachelor,Graduate
37719.0,20235.0,20235.0,,,,,,,,,Spartan College of Aeronautics and Technology,Associate,Associate
37684.0,15666.0,44918.0,630.0,610.0,710.0,720.0,1357.0,29.0,33.0,28.0,University of Colorado Boulder,Bachelor,Graduate
54242.0,41342.0,41342.0,,,,,,,,,Colorado Christian University,Bachelor,Graduate
86921.0,70734.0,70734.0,640.0,590.0,730.0,730.0,1365.0,29.0,33.0,,Colorado College,Bachelor,Graduate
14799.0,2616.0,12840.0,,,,,,,,,Colorado Mountain College,Certificate,Bachelor
20923.0,4594.0,7304.0,,,,,,,,,Colorado Northwestern Community College,Associate,Associate
40560.0,21914.0,45824.0,650.0,670.0,730.0,750.0,1412.0,29.0,33.0,31.0,Colorado School of Mines,Bachelor,Graduate
31642.0,13373.0,34783.0,,,,,,,,26.0,Colorado State University-Fort Collins,Bachelor,Graduate
23744.0,12750.0,12750.0,,,,,,,,,Colorado Technical University-Colorado Springs,Bachelor,Graduate
17275.0,4470.0,17070.0,,,,,,,,,Community College of Aurora,Associate,Associate
19550.0,4902.0,17136.0,,,,,,,,,Community College of Denver,Certificate,Bachelor
78476.0,61398.0,61398.0,640.0,600.0,710.0,700.0,1355.0,28.0,33.0,29.0,University of Denver,Bachelor,Graduate
27030.0,9958.0,21526.0,505.0,505.0,605.0,605.0,1111.0,18.0,26.0,20.0,Fort Lewis College,Bachelor,Graduate
21526.0,4663.0,17263.0,,,,,,,,,Front Range Community College,Certificate,Bachelor
20044.0,4550.0,7260.0,,,,,,,,,Lamar Community College,Associate,Associate
24046.0,9927.0,25124.0,480.0,450.0,590.0,570.0,1055.0,18.0,24.0,23.0,Colorado Mesa University,Bachelor,Graduate
24622.0,11124.0,30684.0,450.0,430.0,570.0,560.0,1019.0,17.0,26.0,21.0,Metropolitan State University of Denver,Bachelor,Graduate
17497.0,4252.0,16852.0,,,,,,,,,Morgan Community College,Certificate,Bachelor
53397.0,36620.0,36620.0,,,,,,,,,Naropa University,Bachelor,Graduate
21558.0,5730.0,8267.0,,,,,,,,,Northeastern Junior College,Certificate,Associate
29254.0,12416.0,27266.0,490.0,460.0,610.0,580.0,1082.0,21.0,26.0,23.0,University of Northern Colorado,Bachelor,Graduate
21020.0,4576.0,7286.0,,,,,,,,,Otero College,Certificate,Associate
18473.0,4510.0,17110.0,,,,,,,,,Pikes Peak State College,Certificate,Bachelor
22002.0,5049.0,17649.0,,,,,,,,,Pueblo Community College,Certificate,Bachelor
18143.0,4859.0,17459.0,,,,,,,,,Red Rocks Community College,Certificate,Graduate
54800.0,46340.0,46340.0,,,,,1220.0,22.0,29.0,25.0,Regis University,Bachelor,Graduate
37505.0,20190.0,20190.0,,,,,,,,,Rocky Mountain College of Art and Design,Bachelor,Bachelor
23937.0,9720.0,17944.0,,,,,1120.0,19.0,26.0,22.0,Colorado State University Pueblo,Bachelor,Graduate
12439.0,5140.0,9250.0,,,,,,,,,Pickens Technical College,Certificate,Certificate
21458.0,4608.0,7318.0,,,,,,,,,Trinidad State College,Certificate,Bachelor
25736.0,11318.0,24434.0,608.0,555.0,683.0,670.0,1230.0,22.0,26.0,24.0,Western Colorado University,Bachelor,Graduate
59407.0,41908.0,41908.0,,,,,,,,,Albertus Magnus College,Bachelor,Graduate
35950.0,9450.0,9450.0,,,,,,,,,Bais Binyomin Academy,Associate,Associate
52957.0,35760.0,35760.0,,,,,,,,,University of Bridgeport,Bachelor,Graduate
24870.0,13050.0,16550.0,490.0,470.0,600.0,590.0,1080.0,,,23.0,Central Connecticut State University,Bachelor,Graduate
23210.0,8506.0,8506.0,,,,,,,,,Charter Oak State College,Bachelor,Graduate
84623.0,67242.0,67242.0,690.0,660.0,760.0,740.0,1432.0,30.0,33.0,32.0,Connecticut College,Bachelor,Bachelor
26042.0,14337.0,14337.0,,,,,,,,,Porter & Chester Institute of Hamden,Certificate,Certificate
39426.0,21044.0,43712.0,610.0,600.0,710.0,730.0,1348.0,28.0,33.0,30.0,University of Connecticut,Bachelor,Graduate
39589.0,21198.0,21198.0,,,,,,,,,Goodwin University,Associate,Graduate
31983.0,13928.0,17428.0,540.0,530.0,650.0,610.0,1160.0,,,,Eastern Connecticut State University,Bachelor,Graduate
76074.0,58350.0,58350.0,630.0,630.0,700.0,690.0,1335.0,29.0,32.0,29.0,Fairfield University,Bachelor,Graduate
18370.0,5338.0,15596.0,,,,,,,,,Connecticut State Community College,Associate,Associate
64729.0,49075.0,49075.0,570.0,550.0,660.0,650.0,1219.0,24.0,30.0,26.0,University of Hartford,Bachelor,Graduate
17990.0,9580.0,9580.0,,,,,,,,,Holy Apostles College and Seminary,Bachelor,Graduate
55621.0,40490.0,40490.0,,,,,,,,,Mitchell College,Bachelor,Bachelor
66962.0,47332.0,47332.0,540.0,520.0,645.0,620.0,1160.0,,,27.0,University of New Haven,Bachelor,Graduate
25892.0,14349.0,14349.0,,,,,,,,,Porter & Chester Institute,Certificate,Certificate
28897.0,16327.0,16327.0,,,,,,,,,Post University,Bachelor,Graduate
72215.0,55480.0,55480.0,580.0,570.0,660.0,660.0,1242.0,25.0,30.0,,Quinnipiac University,Bachelor,Graduate
69289.0,50404.0,50404.0,,,,,,,,,Sacred Heart University,Bachelor,Graduate
59900.0,47278.0,47278.0,440.0,410.0,610.0,560.0,950.0,,,,University of Saint Joseph,Bachelor,Graduate
29673.0,13438.0,27378.0,,,,,,,,,Southern Connecticut State University,Bachelor,Graduate
87840.0,70770.0,70770.0,658.0,640.0,740.0,730.0,1415.0,30.0,34.0,31.0,Trinity College,Bachelor,Graduate
89020.0,70342.0,70342.0,705.0,710.0,760.0,780.0,1501.0,33.0,35.0,33.0,Wesleyan University,Bachelor,Graduate
24877.0,13401.0,16901.0,510.0,530.0,580.0,590.0,1110.0,,,,Western Connecticut State University,Bachelor,Graduate
88300.0,67250.0,67250.0,730.0,740.0,780.0,790.0,1534.0,33.0,35.0,34.0,Yale University,Bachelor,Graduate
17232.0,5445.0,12308.0,,,,,,,,,Delaware Technical Community College-Terry,Associate,Bachelor
27939.0,10670.0,20634.0,420.0,380.0,520.0,500.0,940.0,20.0,24.0,,Delaware State University,Bachelor,Graduate
30952.0,16810.0,41400.0,600.0,590.0,690.0,680.0,1292.0,28.0,32.0,29.0,University of Delaware,Bachelor,Graduate
26502.0,14940.0,14940.0,,,,,,,,,Goldey-Beacom College,Bachelor,Graduate
19644.0,12630.0,12630.0,,,,,,,,,Wilmington University,Bachelor,Graduate
76058.0,58771.0,58771.0,660.0,620.0,740.0,720.0,1381.0,29.0,32.0,31.0,American University,Bachelor,Graduate
75481.0,58378.0,58378.0,,,,,,,,,The Catholic University of America,Bachelor,Graduate
20437.0,5662.0,12514.0,,,,,,,,,University of the District of Columbia,Associate,Graduate
40374.0,19654.0,19654.0,380.0,400.0,502.0,520.0,868.0,14.0,17.0,17.0,Gallaudet University,Bachelor,Graduate
83856.0,67710.0,67710.0,680.0,670.0,750.0,750.0,1433.0,31.0,34.0,32.0,George Washington University,Bachelor,Graduate
88741.0,68017.0,68017.0,700.0,690.0,770.0,780.0,1487.0,31.0,35.0,34.0,Georgetown University,Bachelor,Graduate
54630.0,35810.0,35810.0,560.0,530.0,670.0,650.0,1213.0,22.0,28.0,24.0,Howard University,Bachelor,Graduate
33903.0,26610.0,26610.0,,,,,,,,,Trinity Washington University,Bachelor,Graduate
23159.0,15000.0,15000.0,,,,,,,,20.0,Baptist University of Florida,Bachelor,Graduate
50778.0,34350.0,34350.0,,,,,,,,,Barry University,Bachelor,Graduate
29764.0,14794.0,14794.0,430.0,400.0,510.0,480.0,880.0,,,17.0,Bethune-Cookman University,Bachelor,Graduate
67880.0,44480.0,44480.0,530.0,510.0,610.0,590.0,1134.0,21.0,26.0,23.0,Lynn University,Bachelor,Graduate
11966.0,2496.0,9739.0,,,,,,,,,Eastern Florida State College,Associate,Bachelor
21947.0,2830.0,8952.0,,,,,,,,,Broward College,Associate,Bachelor
28344.0,13818.0,13818.0,,,,,,,,,Albizu University-Miami,Bachelor,Graduate
18424.0,2710.0,10517.0,,,,,,,,,College of Central Florida,Certificate,Bachelor
23133.0,6368.0,22467.0,610.0,590.0,680.0,670.0,1269.0,25.0,29.0,28.0,University of Central Florida,Bachelor,Graduate
13272.0,3110.0,12110.0,,,,,,,,,Charlotte Technical College,Certificate,Certificate
9262.0,3120.0,8950.0,,,,,,,,,Chipola College,Associate,Bachelor
12050.0,3106.0,11994.0,,,,,,,,,Daytona State College,Associate,Bachelor
29798.0,18145.0,18145.0,,,,,,,,,South University-West Palm Beach,Bachelor,Graduate
68944.0,51884.0,51884.0,600.0,560.0,690.0,640.0,1250.0,24.0,29.0,,Eckerd College,Bachelor,Bachelor
14254.0,3401.0,12979.0,,,,,,,,,Florida SouthWestern State College,Associate,Bachelor
26617.0,16366.0,16366.0,,,,,,,,,Edward Waters University,Bachelor,Graduate
64632.0,44249.0,44249.0,580.0,580.0,670.0,690.0,1257.0,24.0,30.0,26.0,Embry-Riddle Aeronautical University-Daytona Beach,Bachelor,Graduate
23970.0,5785.0,17725.0,520.0,510.0,610.0,570.0,1107.0,20.0,24.0,20.0,Florida Agricultural and Mechanical University,Bachelor,Graduate
21522.0,4879.0,17324.0,530.0,510.0,610.0,590.0,1127.0,21.0,26.0,23.0,Florida Atlantic University,Bachelor,Graduate
9323.0,2878.0,9992.0,,,,,,,,,Florida State College at Jacksonville,Associate,Bachelor
45744.0,29900.0,29900.0,510.0,450.0,620.0,570.0,1084.0,19.0,25.0,23.0,Flagler College,Bachelor,Graduate
34870.0,20360.0,20360.0,480.0,450.0,630.0,590.0,1108.0,19.0,25.0,23.0,Florida College,Bachelor,Bachelor
38408.0,21420.0,21420.0,,,,,,,,,AdventHealth University,Bachelor,Graduate
62440.0,45900.0,45900.0,560.0,560.0,660.0,660.0,1225.0,23.0,28.0,27.0,Florida Institute of Technology,Bachelor,Graduate
21462.0,6565.0,18964.0,550.0,520.0,640.0,620.0,1163.0,21.0,27.0,24.0,Florida International University,Bachelor,Graduate
19667.0,3276.0,13162.0,,,,,,,,,The College of the Florida Keys,Associate,Bachelor
35809.0,20174.0,20174.0,,,,,,,,,Florida Memorial University,Bachelor,Graduate
60768.0,44040.0,44040.0,590.0,560.0,680.0,650.0,1252.0,25.0,30.0,28.0,Florida Southern College,Bachelor,Graduate
25720.0,5656.0,18786.0,640.0,630.0,710.0,700.0,1361.0,29.0,32.0,28.0,Florida State University,Bachelor,Graduate
22523.0,6381.0,28659.0,660.0,660.0,730.0,750.0,1403.0,29.0,33.0,31.0,University of Florida,Bachelor,Graduate
47530.0,26906.0,26906.0,,,,,,,,,Full Sail University,Bachelor,Graduate
14657.0,2370.0,8635.0,,,,,,,,,Gulf Coast State College,Associate,Bachelor
9924.0,2506.0,9111.0,,,,,,,,,Hillsborough Community College,Associate,Bachelor
18838.0,9068.0,9068.0,,,,,,,,,Hobe Sound Bible College,Bachelor,Graduate
11576.0,2764.0,10201.0,,,,,,,,,Indian River State College,Associate,Bachelor
63969.0,47830.0,47830.0,580.0,520.0,660.0,620.0,1205.0,22.0,27.0,23.0,Jacksonville University,Bachelor,Graduate
43251.0,25056.0,25056.0,,,,,,,,,Keiser University-Ft Lauderdale,Associate,Graduate
14388.0,3100.0,11747.0,,,,,,,,,Florida Gateway College,Certificate,Bachelor
12626.0,3292.0,13276.0,,,,,,,,,Lake-Sumter State College,Associate,Bachelor
31680.0,11320.0,11320.0,,,,,,,,,Luther Rice College & Seminary,Bachelor,Graduate
28709.0,3074.0,11595.0,,,,,,,,,State College of Florida-Manatee-Sarasota,Associate,Bachelor
13567.0,2838.0,9661.0,,,,,,,,,Miami Dade College,Certificate,Bachelor
86078.0,62616.0,62616.0,660.0,660.0,730.0,750.0,1415.0,30.0,33.0,32.0,University of Miami,Bachelor,Graduate
9265.0,3054.0,11400.0,,,,,,,,,North Florida College,Associate,Bachelor
20983.0,6389.0,20793.0,550.0,520.0,650.0,620.0,1153.0,19.0,25.0,23.0,University of North Florida,Bachelor,Graduate
56692.0,38700.0,38700.0,530.0,500.0,650.0,650.0,1157.0,19.0,28.0,25.0,Nova Southeastern University,Bachelor,Graduate
12914.0,2583.0,10612.0,,,,,,,,,Northwest Florida State College,Associate,Bachelor
53827.0,40650.0,40650.0,500.0,450.0,620.0,600.0,1075.0,18.0,26.0,23.0,Palm Beach Atlantic University,Bachelor,Graduate
16830.0,3050.0,10910.0,,,,,,,,,Palm Beach State College,Associate,Bachelor
11730.0,3155.0,12032.0,,,,,,,,,Pasco-Hernando State College,Associate,Bachelor
11894.0,2361.0,9460.0,,,,,,,,,Pensacola State College,Associate,Bachelor
13451.0,2694.0,9817.0,,,,,,,,,Polk State College,Associate,Bachelor
27493.0,3930.0,10530.0,,,,,,,,,Ridge Technical College,Certificate,Certificate
80276.0,57900.0,57900.0,,,,,,,,,Ringling College of Art and Design,Bachelor,Bachelor
76108.0,60580.0,60580.0,600.0,560.0,690.0,680.0,1271.0,25.0,30.0,,Rollins College,Bachelor,Graduate
45264.0,30000.0,30000.0,,,,,,,,22.0,Saint Leo University,Bachelor,Graduate
12885.0,2682.0,9286.0,,,,,,,,,St Petersburg College,Associate,Bachelor
14165.0,2563.0,9189.0,,,,,,,,,Santa Fe College,Associate,Bachelor
14281.0,3122.0,11447.0,,,,,,,,,Seminole State College of Florida,Certificate,Bachelor
12906.0,2591.0,9335.0,,,,,,,,,Saint Johns River State College,Associate,Bachelor
10169.0,3165.0,11859.0,,,,,,,,,South Florida State College,Associate,Bachelor
22859.0,6410.0,17324.0,580.0,550.0,660.0,660.0,1227.0,24.0,29.0,27.0,University of South Florida,Bachelor,Graduate
51205.0,34770.0,34770.0,,,,,,,,19.0,St. Thomas University,Bachelor,Graduate
72533.0,57410.0,57410.0,540.0,520.0,660.0,610.0,1176.0,21.0,28.0,26.0,Stetson University,Bachelor,Graduate
49329.0,32950.0,32950.0,,,,,,,,22.0,Southeastern University,Bachelor,Graduate
13378.0,2026.0,8062.0,,,,,,,,,Tallahassee State College,Associate,Bachelor
33000.0,16750.0,16750.0,,,,,,,,,Talmudic College of Florida,Bachelor,Bachelor
51614.0,34408.0,34408.0,,,,,,,,26.0,The University of Tampa,Bachelor,Graduate
26995.0,15100.0,15100.0,408.0,370.0,483.0,523.0,907.0,16.0,20.0,19.0,Trinity Baptist College,Bachelor,Graduate
24904.0,16300.0,16300.0,,,,,,,,21.0,Trinity College of Florida,Bachelor,Bachelor
18529.0,2664.0,9576.0,,,,,,,,,Valencia College,Certificate,Bachelor
41044.0,29992.0,29992.0,410.0,380.0,540.0,530.0,932.0,14.0,20.0,19.0,Warner University,Bachelor,Graduate
50989.0,33770.0,33770.0,,,,,,,,,Webber International University,Bachelor,Graduate
28346.0,15314.0,15314.0,,,,,,,,,Rasmussen University-Florida,Associate,Bachelor
19947.0,6360.0,19241.0,520.0,500.0,630.0,600.0,1138.0,20.0,27.0,24.0,University of West Florida,Bachelor,Graduate
13956.0,3268.0,10588.0,440.0,420.0,560.0,520.0,990.0,17.0,22.0,19.0,Abraham Baldwin Agricultural College,Bachelor,Bachelor
63283.0,50604.0,50604.0,620.0,540.0,695.0,635.0,1260.0,25.0,31.0,,Agnes Scott College,Bachelor,Graduate
22064.0,11330.0,11330.0,,,,,,,,,Interactive College of Technology-Chamblee,Certificate,Associate
22961.0,11210.0,11210.0,,,,,,,,,Interactive College of Technology-Morrow,Associate,Associate
14101.0,3364.0,5932.0,,,,,,,,,Albany Technical College,Certificate,Associate
19333.0,5656.0,17008.0,,,,,,,,,Albany State University,Bachelor,Graduate
37612.0,19604.0,19604.0,,,,,,,,20.0,Andrew College,Associate,Bachelor
9197.0,3382.0,5950.0,,,,,,,,,Atlanta Technical College,Certificate,Associate
33564.0,24000.0,24000.0,,,,,,,,19.0,Point University,Associate,Graduate
11740.0,3248.0,10400.0,,,,,,,,,Atlanta Metropolitan State College,Associate,Bachelor
43676.0,28310.0,28310.0,,,,,,,,19.0,Clark Atlanta University,Bachelor,Graduate
19254.0,4282.0,7492.0,,,,,,,,,Augusta Technical College,Certificate,Associate
56697.0,41686.0,41686.0,580.0,545.0,680.0,650.0,1220.0,22.0,28.0,27.0,Berry College,Bachelor,Graduate
46010.0,34027.0,34027.0,500.0,430.0,620.0,580.0,1079.0,18.0,22.0,23.0,Brenau University,Bachelor,Graduate
38918.0,20120.0,20120.0,,,,,,,,21.0,Brewton-Parker College,Bachelor,Graduate
21924.0,3616.0,10936.0,465.0,410.0,570.0,530.0,1000.0,17.0,22.0,19.0,College of Coastal Georgia,Bachelor,Bachelor
11209.0,3410.0,5978.0,,,,,,,,,West Georgia Technical College,Certificate,Associate
17415.0,5180.0,16532.0,450.0,410.0,558.0,520.0,958.0,15.0,19.0,,Clayton  State University,Bachelor,Graduate
13144.0,4052.0,7262.0,,,,,,,,,Columbus Technical College,Certificate,Associate
21676.0,5898.0,17610.0,440.0,360.0,530.0,530.0,977.0,16.0,22.0,21.0,Columbus State University,Bachelor,Graduate
15096.0,3300.0,5868.0,,,,,,,,,Georgia Northwestern Technical College,Certificate,Associate
57467.0,42040.0,42040.0,600.0,560.0,710.0,670.0,1294.0,23.0,30.0,26.0,Covenant College,Bachelor,Graduate
12719.0,3336.0,10656.0,,,,,,,,,Dalton State College,Bachelor,Bachelor
36577.0,18145.0,18145.0,,,,,,,,,South University-Savannah,Bachelor,Graduate
15966.0,2900.0,9860.0,,,,,,,,,East Georgia State College,Associate,Associate
37604.0,25500.0,25500.0,,,,,,,,21.0,Emmanuel University,Bachelor,Graduate
83622.0,64280.0,64280.0,720.0,750.0,760.0,790.0,1520.0,32.0,35.0,33.0,Emory University,Bachelor,Graduate
13389.0,3120.0,10080.0,,,,,,,,,Georgia Highlands College,Associate,Bachelor
19879.0,5526.0,16932.0,480.0,450.0,560.0,510.0,994.0,19.0,24.0,18.0,Fort Valley State University,Bachelor,Graduate
28167.0,12058.0,34484.0,680.0,690.0,750.0,790.0,1480.0,30.0,34.0,32.0,Georgia Institute of Technology-Main Campus,Bachelor,Graduate
20484.0,5220.0,16572.0,460.0,430.0,570.0,540.0,978.0,16.0,22.0,21.0,Georgia Southwestern State University,Bachelor,Graduate
30258.0,9186.0,29512.0,550.0,520.0,630.0,600.0,1163.0,22.0,26.0,24.0,Georgia College & State University,Bachelor,Graduate
24430.0,6022.0,17734.0,528.0,458.0,583.0,550.0,1053.0,18.0,23.0,21.0,Georgia Southern University,Bachelor,Graduate
28241.0,8664.0,24840.0,480.0,460.0,590.0,590.0,1076.0,19.0,26.0,23.0,Georgia State University,Bachelor,Graduate
27993.0,11450.0,31688.0,640.0,630.0,730.0,750.0,1397.0,29.0,34.0,31.0,University of Georgia,Bachelor,Graduate
14771.0,3628.0,10948.0,450.0,440.0,590.0,540.0,1023.0,15.0,24.0,20.0,Gordon State College,Associate,Bachelor
